interaction_id,investor_id,agent_id,date,outcome,objections_raised,duration_sec,sentiment
int_74ca2445,inv_f4bb6dec,agt_104,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",89,Skeptical
int_0492c316,inv_221d5c76,agt_119,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",103,Annoyed
int_8c51343f,inv_5f00b318,agt_102,2025-10-15,Rejected,"[""Pocket money issue"", ""Past returns negative""]",85,Annoyed
int_e10e81ed,inv_911e5b85,agt_107,2025-10-15,Converted,"[""Market is high"", ""Past returns negative""]",667,Enthusiastic
int_e7cb213a,inv_54ac1eb4,agt_109,2025-10-15,Converted,"[""Initial hesitation resolved""]",1063,Trusting
int_77dbeb4a,inv_2212684f,agt_104,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",28,Frustrated
int_50e39bf9,inv_bd285426,agt_116,2025-10-15,Rejected,"[""Pocket money issue"", ""Past returns negative""]",79,Annoyed
int_ac02f2d9,inv_37ec192e,agt_116,2025-10-15,Converted,"[""Initial hesitation resolved""]",420,Enthusiastic
int_383b7786,inv_c27d2f47,agt_103,2025-10-15,Converted,"[""Need to ask family""]",936,Relieved
int_edba386b,inv_5af8e520,agt_108,2025-10-15,Follow-Up,"[""EMI pressure"", ""Past returns negative"", ""Send details on WhatsApp""]",368,Confused
int_da05a4ab,inv_a66dd98a,agt_101,2025-10-15,Converted,"[""Initial hesitation resolved""]",994,Relieved
int_b2b2b10a,inv_07f478e7,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",37,Frustrated
int_0028af44,inv_ddfb38d2,agt_107,2025-10-15,Converted,"[""Initial hesitation resolved""]",1114,Relieved
int_c4ddc3be,inv_f7c98027,agt_117,2025-10-15,Rejected,"[""Competitor has zero commission""]",174,Firm
int_4a577c95,inv_163af7df,agt_114,2025-10-15,Converted,"[""Market is high"", ""Past returns negative""]",814,Relieved
int_a39e06b3,inv_7aa036d5,agt_100,2025-10-15,Rejected,"[""Market is high""]",198,Annoyed
int_be97b7f2,inv_d0f5316e,agt_110,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",325,Busy
int_88ddb7b5,inv_229dd192,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",34,Frustrated
int_62340bd6,inv_cbfaa614,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",25,Frustrated
int_40b3c88a,inv_121c5e86,agt_114,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",288,Curious
int_b1184169,inv_55804970,agt_113,2025-10-15,Rejected,"[""Competitor has zero commission""]",156,Annoyed
int_b7131d00,inv_a4aaeb15,agt_103,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",24,Frustrated
int_7db18d93,inv_848b85e0,agt_100,2025-10-15,Rejected,"[""Market is high""]",69,Firm
int_ec36e411,inv_022c9207,agt_107,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",81,Skeptical
int_073fadfa,inv_15024662,agt_114,2025-10-15,Rejected,"[""Need to ask family""]",102,Skeptical
int_357c62c7,inv_04f9ae25,agt_103,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",235,Skeptical
int_cd02acd1,inv_288ca599,agt_115,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",409,Confused
int_2ab6e736,inv_cb9b30de,agt_105,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",598,Busy
int_eaa58a77,inv_d052077d,agt_104,2025-10-15,Converted,"[""Need to ask family""]",1105,Trusting
int_0e5e776c,inv_9455c38d,agt_105,2025-10-15,Rejected,"[""Income is irregular""]",139,Skeptical
int_bbee8608,inv_3beeb624,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",50,Frustrated
int_cd127859,inv_6174aef0,agt_106,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",521,Confused
int_4669e7cb,inv_00630cbf,agt_117,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",412,Busy
int_15b91cb3,inv_83a21ad9,agt_112,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",517,Busy
int_c9120765,inv_32f2bb62,agt_101,2025-10-15,Rejected,"[""Need to ask family""]",165,Annoyed
int_cf53b749,inv_038a9225,agt_107,2025-10-15,Rejected,"[""Competitor has zero commission""]",61,Firm
int_f4da698d,inv_932c5245,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",25,Frustrated
int_98730277,inv_96ecc757,agt_101,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",416,Confused
int_b2a70f49,inv_00ec91f8,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",59,Frustrated
int_82f8fad1,inv_82722f33,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",46,Frustrated
int_bc2890f1,inv_d012b8b7,agt_118,2025-10-15,Converted,"[""Initial hesitation resolved""]",673,Enthusiastic
int_302b8387,inv_d6d1a8fc,agt_105,2025-10-15,Rejected,"[""Market is high""]",95,Annoyed
int_f8c5d9ec,inv_fa7fac14,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_a751896f,inv_6df5b4e9,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",35,Frustrated
int_f082a630,inv_0343ae06,agt_108,2025-10-15,Rejected,"[""EMI pressure"", ""Past returns negative""]",126,Skeptical
int_a79d3b81,inv_cd45ea4c,agt_107,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",581,Busy
int_9e1a3857,inv_4ad5e322,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_6bd422f2,inv_8d2dc1af,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",41,Frustrated
int_2fa0ab7b,inv_fafa4674,agt_119,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",574,Curious
int_0f1691a3,inv_5c243749,agt_100,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",192,Confused
int_26f27879,inv_34ed4f6f,agt_107,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",339,Busy
int_2713146d,inv_3424d28c,agt_109,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",77,Skeptical
int_96be253e,inv_f3e73e81,agt_106,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",210,Curious
int_fe6bb534,inv_1f63aa87,agt_104,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",547,Busy
int_1d0d80ab,inv_296776bf,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",45,Frustrated
int_12473dcd,inv_837c72fb,agt_100,2025-10-15,Converted,"[""Initial hesitation resolved""]",825,Trusting
int_75ae8b99,inv_cf50b2ec,agt_110,2025-10-15,Rejected,"[""Need liquidity for business""]",220,Skeptical
int_e77da94b,inv_070e18c5,agt_102,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",365,Busy
int_53b8fd77,inv_36109729,agt_113,2025-10-15,Converted,"[""Initial hesitation resolved""]",1034,Enthusiastic
int_d765fee1,inv_50e75ce9,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",39,Frustrated
int_fa824d6b,inv_f6e7f650,agt_118,2025-10-15,Rejected,"[""Competitor has zero commission""]",207,Firm
int_5deb44bd,inv_2bea9fba,agt_103,2025-10-15,Rejected,"[""Too risky for my age"", ""Past returns negative""]",161,Firm
int_2cd886fa,inv_f3cee282,agt_108,2025-10-15,Rejected,"[""Competitor has zero commission""]",171,Firm
int_f3f27481,inv_f427409e,agt_102,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",352,Busy
int_aa4bf388,inv_2bef25c2,agt_106,2025-10-15,Rejected,"[""Competitor has zero commission""]",195,Skeptical
int_f4dc3658,inv_35e26971,agt_103,2025-10-15,Follow-Up,"[""EMI pressure"", ""Past returns negative"", ""Send details on WhatsApp""]",200,Curious
int_f68d16f6,inv_dba683ae,agt_101,2025-10-15,Converted,"[""Market is high"", ""Past returns negative""]",574,Enthusiastic
int_cf489176,inv_4434ce23,agt_103,2025-10-15,Converted,"[""Market is high""]",444,Relieved
int_fe174a2f,inv_58877b23,agt_101,2025-10-15,Rejected,"[""Competitor has zero commission""]",88,Firm
int_555b3791,inv_1c8d1d93,agt_117,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",347,Confused
int_fee12530,inv_8ae07863,agt_101,2025-10-15,Rejected,"[""Need to ask family""]",118,Skeptical
int_7c6485b1,inv_c9eceddb,agt_116,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",538,Confused
int_36558807,inv_4cb75836,agt_108,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",536,Busy
int_c157402f,inv_44338812,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",51,Frustrated
int_e2443a31,inv_d4133bed,agt_101,2025-10-15,Converted,"[""Initial hesitation resolved""]",686,Enthusiastic
int_357cbe11,inv_32e9992f,agt_100,2025-10-15,Rejected,"[""EMI pressure""]",121,Firm
int_86a91f70,inv_4ae24a69,agt_114,2025-10-15,Rejected,"[""Need to ask family""]",157,Firm
int_93458332,inv_c09f63c8,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",31,Frustrated
int_7a445757,inv_bdd9fe97,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",23,Frustrated
int_97343f26,inv_19047286,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",49,Frustrated
int_d7ced97f,inv_30dc2879,agt_105,2025-10-15,Converted,"[""Competitor has zero commission""]",1155,Enthusiastic
int_19b582fa,inv_4289ba6c,agt_114,2025-10-15,Rejected,"[""Need to ask family""]",135,Skeptical
int_23b85d6d,inv_ac2389c1,agt_106,2025-10-15,Rejected,"[""Too risky for my age"", ""Past returns negative""]",183,Annoyed
int_a3888708,inv_4131fea8,agt_112,2025-10-15,Rejected,"[""Too risky for my age""]",117,Skeptical
int_62613191,inv_877310ba,agt_101,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",440,Confused
int_4cab829d,inv_c7e46d19,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",43,Frustrated
int_8e427aea,inv_b10dd955,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",33,Frustrated
int_8d283987,inv_4585c5d7,agt_119,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",568,Busy
int_fba5d859,inv_d9d30e48,agt_112,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",535,Busy
int_de0eb9a5,inv_6d6803bf,agt_107,2025-10-15,Follow-Up,"[""Too risky for my age"", ""Send details on WhatsApp""]",552,Confused
int_c817777a,inv_595aff61,agt_116,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",162,Firm
int_86b0368a,inv_5191d911,agt_112,2025-10-15,Converted,"[""Market is high""]",1140,Trusting
int_c62f3e10,inv_618577a1,agt_101,2025-10-15,Converted,"[""Competitor has zero commission"", ""Past returns negative""]",662,Relieved
int_2da025ee,inv_98553a15,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",23,Frustrated
int_32a63f9d,inv_063c674d,agt_112,2025-10-15,Rejected,"[""Market is high""]",221,Firm
int_4b451534,inv_92214052,agt_104,2025-10-15,Rejected,"[""Market is high""]",217,Firm
int_d4785660,inv_af7f1c42,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",51,Frustrated
int_27699138,inv_c53d9640,agt_115,2025-10-15,Converted,"[""Competitor has zero commission""]",635,Trusting
int_6e95011d,inv_604b00b3,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",37,Frustrated
int_84cb0554,inv_053d92a1,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_fa448ca1,inv_b6217f9f,agt_115,2025-10-15,Converted,"[""Initial hesitation resolved""]",1042,Enthusiastic
int_cc2bf5fe,inv_54d32876,agt_100,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",311,Curious
int_6ad3463e,inv_9d0f60e7,agt_115,2025-10-15,Rejected,"[""Market is high""]",74,Annoyed
int_d691119e,inv_694f85bb,agt_105,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",63,Annoyed
int_ab4c66f1,inv_54a57df8,agt_107,2025-10-15,Rejected,"[""Income is irregular""]",154,Skeptical
int_e375c25e,inv_6c59b220,agt_119,2025-10-15,Rejected,"[""Competitor has zero commission""]",85,Annoyed
int_f2b66e3d,inv_ce627977,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_ffb6d1c0,inv_6ceae1a9,agt_105,2025-10-15,Rejected,"[""Competitor has zero commission""]",161,Annoyed
int_b8009061,inv_e7163370,agt_103,2025-10-15,Rejected,"[""Pocket money issue"", ""Past returns negative""]",215,Annoyed
int_61db665a,inv_cc1b3b4e,agt_118,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_10db3656,inv_cf8032d6,agt_114,2025-10-15,Rejected,"[""Need to ask family""]",168,Firm
int_1e27e3d8,inv_220add18,agt_119,2025-10-15,Follow-Up,"[""EMI pressure"", ""Past returns negative"", ""Send details on WhatsApp""]",494,Confused
int_fa156ea5,inv_c3b80269,agt_109,2025-10-15,Converted,"[""Initial hesitation resolved""]",903,Relieved
int_856381be,inv_650a426b,agt_103,2025-10-15,Rejected,"[""Need to ask family""]",185,Skeptical
int_f8cea227,inv_1ae9bad6,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_24f31e45,inv_8bf9fbec,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",28,Frustrated
int_2d4127ed,inv_de32d99f,agt_114,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",54,Frustrated
int_597d9f14,inv_f5e86a72,agt_104,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",183,Busy
int_4d733530,inv_545e0e5e,agt_117,2025-10-15,Converted,"[""Competitor has zero commission""]",1194,Relieved
int_197a8890,inv_f8eefc23,agt_103,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_4e2b2f41,inv_bc24b75e,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",49,Frustrated
int_da2a4298,inv_5be4965c,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",32,Frustrated
int_36c15442,inv_11f0a233,agt_100,2025-10-15,Converted,"[""Initial hesitation resolved""]",943,Trusting
int_ddb7499d,inv_2258f9d4,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",28,Frustrated
int_49a59697,inv_383a552f,agt_112,2025-10-15,Converted,"[""Initial hesitation resolved""]",405,Enthusiastic
int_303ccbcc,inv_b69fc247,agt_112,2025-10-15,Rejected,"[""Need liquidity for business""]",221,Annoyed
int_16053666,inv_074792b0,agt_106,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",484,Busy
int_c37b6d4a,inv_55ff8cc4,agt_115,2025-10-15,Rejected,"[""Competitor has zero commission""]",98,Skeptical
int_cea304b2,inv_18807075,agt_109,2025-10-15,Converted,"[""Initial hesitation resolved""]",1091,Trusting
int_50a23bb6,inv_9a89f021,agt_102,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",494,Curious
int_d1258e42,inv_09408c8d,agt_119,2025-10-15,Follow-Up,"[""Income is irregular"", ""Send details on WhatsApp""]",419,Curious
int_f5698412,inv_4b5018b4,agt_119,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",382,Confused
int_ea82b358,inv_44fb4f43,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
int_7001f4f4,inv_a4daa493,agt_116,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",48,Frustrated
int_ae92c164,inv_1dfcaaa8,agt_119,2025-10-15,Rejected,"[""Income is irregular"", ""Past returns negative""]",140,Firm
int_c980d1a0,inv_388bd21c,agt_116,2025-10-15,Converted,"[""Initial hesitation resolved""]",548,Enthusiastic
int_3dc047ab,inv_6624f5de,agt_106,2025-10-15,Converted,"[""Initial hesitation resolved""]",1091,Relieved
int_634b6ded,inv_a44fce4d,agt_104,2025-10-15,Converted,"[""Initial hesitation resolved""]",1131,Relieved
int_ba81a444,inv_d50046c5,agt_116,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",349,Confused
int_4757c419,inv_5c1e6702,agt_101,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Past returns negative"", ""Send details on WhatsApp""]",245,Confused
int_837f2edf,inv_628558e9,agt_116,2025-10-15,Converted,"[""Need to ask family""]",821,Relieved
int_1e41fa3e,inv_b301a29c,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",59,Frustrated
int_8d975e2d,inv_f1f43d61,agt_116,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",68,Skeptical
int_f7c84267,inv_05013882,agt_118,2025-10-15,Rejected,"[""Need to ask family""]",190,Annoyed
int_c4b0b1cb,inv_f841d251,agt_109,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",43,Frustrated
int_916cc07d,inv_48712230,agt_102,2025-10-15,Follow-Up,"[""Income is irregular"", ""Send details on WhatsApp""]",328,Curious
int_74657a54,inv_1a4a73fe,agt_102,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",241,Busy
int_d71152be,inv_ea1cd548,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",54,Frustrated
int_38d82fa2,inv_ad579504,agt_112,2025-10-15,Converted,"[""Need to ask family""]",1064,Relieved
int_2db340a1,inv_107277e6,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",39,Frustrated
int_114541b2,inv_7667c73f,agt_111,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",122,Skeptical
int_e4bf5014,inv_66c2afc8,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",41,Frustrated
int_e672ad5e,inv_f6400358,agt_102,2025-10-15,Rejected,"[""Market is high"", ""Past returns negative""]",81,Firm
int_cec08502,inv_8596ca63,agt_114,2025-10-15,Rejected,"[""Income is irregular""]",212,Firm
int_0019bb85,inv_62bb0495,agt_118,2025-10-15,Rejected,"[""EMI pressure""]",131,Annoyed
int_7cf33424,inv_1e7357a7,agt_117,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",34,Frustrated
int_3568b123,inv_a064618f,agt_100,2025-10-15,Converted,"[""EMI pressure""]",859,Relieved
int_0269e300,inv_43fcb46e,agt_107,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",588,Busy
int_286ee379,inv_ccfd36b0,agt_105,2025-10-15,Rejected,"[""Market is high""]",161,Firm
int_4a5f59b8,inv_226f63b6,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",26,Frustrated
int_902329c7,inv_dd9298c6,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",47,Frustrated
int_8b2931ce,inv_4c979cc9,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",29,Frustrated
int_70681b57,inv_b9edcc66,agt_111,2025-10-15,Rejected,"[""EMI pressure""]",211,Annoyed
int_84af6969,inv_8f0765a7,agt_116,2025-10-15,Converted,"[""Initial hesitation resolved""]",931,Relieved
int_c84b0be0,inv_472d8f5c,agt_101,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",181,Busy
int_d912c2e1,inv_891686a9,agt_106,2025-10-15,Converted,"[""Initial hesitation resolved""]",1093,Relieved
int_a54cf29f,inv_5409548d,agt_117,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",74,Firm
int_be3b8312,inv_c339af43,agt_115,2025-10-15,Rejected,"[""Income is irregular""]",130,Annoyed
int_f7233436,inv_fdd3c264,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_77524fb2,inv_ca1b259a,agt_114,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",211,Busy
int_4c78a21f,inv_791f9f6d,agt_108,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_bd0c2670,inv_ad1c0236,agt_102,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",181,Curious
int_7090e280,inv_67f349c5,agt_106,2025-10-15,Rejected,"[""EMI pressure""]",190,Annoyed
int_ab54d8c9,inv_6d3ad56c,agt_115,2025-10-15,Rejected,"[""EMI pressure""]",220,Firm
int_49b1b154,inv_fb96f141,agt_107,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",490,Confused
int_2c3c0b35,inv_77860d6a,agt_115,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",28,Frustrated
int_78895767,inv_fb3ec650,agt_106,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",48,Frustrated
int_76712304,inv_4f053069,agt_118,2025-10-15,Converted,"[""Income is irregular"", ""Past returns negative""]",883,Relieved
int_4b451ed2,inv_a4076023,agt_111,2025-10-15,Follow-Up,"[""Need to ask family"", ""Send details on WhatsApp""]",397,Busy
int_6371ff28,inv_09cf1636,agt_117,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Send details on WhatsApp""]",544,Curious
int_2014e870,inv_98d5420f,agt_114,2025-10-15,Converted,"[""Market is high""]",430,Relieved
int_ebb04856,inv_dd8c5187,agt_105,2025-10-15,Follow-Up,"[""Need liquidity for business"", ""Send details on WhatsApp""]",262,Curious
int_41a7b11e,inv_ea53aee8,agt_110,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",485,Curious
int_3880ba52,inv_9dbd0c1c,agt_119,2025-10-15,Converted,"[""Market is high""]",710,Trusting
int_1c6f0513,inv_f8b718d5,agt_115,2025-10-15,Rejected,"[""Need to ask family"", ""Past returns negative""]",227,Annoyed
int_7d77c7e0,inv_6624c36f,agt_117,2025-10-15,Converted,"[""Initial hesitation resolved""]",1140,Relieved
int_eeb31d2c,inv_98e9f56f,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",28,Frustrated
int_8ecb3aef,inv_78df0cf5,agt_108,2025-10-15,Rejected,"[""Market is high""]",178,Firm
int_2a4949ec,inv_df27e5d1,agt_116,2025-10-15,Converted,"[""Initial hesitation resolved""]",998,Enthusiastic
int_39a238dd,inv_50d3bd30,agt_102,2025-10-15,Rejected,"[""Need liquidity for business"", ""Past returns negative""]",143,Skeptical
int_861a1596,inv_6b25c4f3,agt_106,2025-10-15,Converted,"[""Competitor has zero commission""]",494,Enthusiastic
int_cf802357,inv_692c98a9,agt_117,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",423,Confused
int_a01554be,inv_480979e6,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",56,Frustrated
int_f1cb1885,inv_08bf45d8,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",36,Frustrated
int_36aa7af8,inv_311df15a,agt_107,2025-10-15,Follow-Up,"[""Competitor has zero commission"", ""Send details on WhatsApp""]",275,Curious
int_94ce3faf,inv_142b73a0,agt_102,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",54,Frustrated
int_d316294b,inv_d69aca5d,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",57,Frustrated
int_e554eb4d,inv_d982e91e,agt_104,2025-10-15,Rejected,"[""Competitor has zero commission"", ""Past returns negative""]",234,Annoyed
int_1334848c,inv_7ba59ec0,agt_100,2025-10-15,Converted,"[""Competitor has zero commission""]",532,Enthusiastic
int_ee3dc8b4,inv_d897743f,agt_100,2025-10-15,Follow-Up,"[""Market is high"", ""Send details on WhatsApp""]",434,Confused
int_2f781ad1,inv_2eaf313f,agt_103,2025-10-15,Follow-Up,"[""Pocket money issue"", ""Send details on WhatsApp""]",515,Busy
int_b952d79f,inv_98ac67e6,agt_113,2025-10-15,Rejected,"[""Competitor has zero commission""]",91,Firm
int_93cce717,inv_18b8ceaa,agt_101,2025-10-15,Converted,"[""Need to ask family"", ""Past returns negative""]",988,Enthusiastic
int_6c7bddd8,inv_1d82d08d,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",37,Frustrated
int_ffeec6be,inv_40d75030,agt_105,2025-10-15,Rejected,"[""Pocket money issue""]",162,Skeptical
int_2446f59f,inv_6d42f8e6,agt_111,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",57,Frustrated
int_26ab2fd9,inv_f6e08a2c,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",51,Frustrated
int_762ea0bb,inv_b4847d8d,agt_113,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",25,Frustrated
int_5045b683,inv_531d086e,agt_109,2025-10-15,Rejected,"[""Competitor has zero commission""]",189,Annoyed
int_e27c762e,inv_4e2b0aa0,agt_115,2025-10-15,Converted,"[""Income is irregular"", ""Past returns negative""]",780,Enthusiastic
int_e95eefbd,inv_89549ea6,agt_105,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",38,Frustrated
int_338b542d,inv_df953b75,agt_112,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",40,Frustrated
int_4c883e94,inv_14f12fa1,agt_113,2025-10-15,Rejected,"[""EMI pressure""]",157,Skeptical
int_bd58b3f9,inv_5c4ff8a1,agt_110,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",29,Frustrated
int_bd88ffdf,inv_f92ffc47,agt_118,2025-10-15,Follow-Up,"[""Market is high"", ""Past returns negative"", ""Send details on WhatsApp""]",256,Busy
int_b110da95,inv_a90c5a4d,agt_115,2025-10-15,Follow-Up,"[""EMI pressure"", ""Send details on WhatsApp""]",576,Curious
int_a65bdebf,inv_4b6461e4,agt_109,2025-10-15,Follow-Up,"[""Need to ask family"", ""Past returns negative"", ""Send details on WhatsApp""]",509,Confused
int_b28dbfd5,inv_ae9f007f,agt_119,2025-10-15,Rejected,"[""Language Barrier (Agent didn't speak local lang)""]",20,Frustrated
